43094,10149,4,-1
50237,65646,4,-1
53743,91018,4,-1
83152,67753,3,-1
105165,284785,4,-1
9433,69315,4,-1
110972,26475,3,-1
105169,86455,3,-1
96456,598,4,-1
99968,233805,4,-1
7256,14626,4,-1
37640,47837,4,-1
61376,27735,3,-1
73356,%C3%BCvegtigris+2001,4,-1
40810,2438,4,-1
73355,2979,4,-1
111827,42564,4,-1
129590,42521,4,-1
128260,42234,4,-1
131859,37637,3,-1
67916,28424,3,-1
129593,170094,3,-1
122954,72834,4,-1
118466,14061,3,-1
123808,36405,3,-1
7249,11162,5,-1
84473,13320,4,-1
10189,87415,3,-1
129109,253077,5,-1
43085,13169,5,-1
37644,76203,5,-1
60040,25248,3,-1
49617,6529,2,-1
27827,7555,4,-1
110962,130739,5,-1
63561,9840,4,-1
48766,94638,4,-1
96485,280,2,-1
131865,574,4,-1
95153,20122,4,-1
119301,33582,4,-1
35457,309503,4,-1
77731,46849,4,-1
86205,335340,3,-1
120761,14097,4,-1
24792,25248,5,-1
105129,252,4,-1
84025,45745,3,-1
2807,13180,4,-1
51109,1559,3,-1
116271,745,4,-1
108654,240594,3,-1
48753,29845,5,-1
33262,23928,3,-1
64424,30140,3,-1
117109,106016,4,-1
99501,44524,5,-1
131876,82269,5,-1
104292,9497,4,-1
34590,5155,4,-1
126063,86282,4,-1
11019,45256,3,-1
33266,28216,5,-1
11495,23253,2,-1
21293,11336,4,-1
38954,70008,3,-1
73704,m%C3%A9nage+1986,2,-1
131486,21469,3,-1
71525,10474,4,-1
129167,17382,4,-1
89295,9685,3,-1
8133,121895,2,-1
73701,41349,4,-1
71520,44708,3,-1
134995,216,4,-1
72851,46007,4,-1
69209,81857,2,-1
90281,891,4,-1
21702,55069,5,-1
83508,40623,3,-1
99096,2042,3,-1
118035,8095,4,-1
81336,67699,4,-1
29661,15313,4,-1
27482,1697,3,-1
58553,survive+style+5%2B+2004,4,-1
14184,67794,3,-1
51927,147,3,-1
68365,193878,3,-1
91125,243860,4,-1
95964,85836,4,-1
108231,black+white+%2B+gray%3A+a+portrait+of+sam+wagstaff+and+robert+mapplethorpe+2007,4,-1
112714,14662,4,-1
83503,1976,4,-1
82655,13187,4,-1
29671,14120,4,-1
59895,30443,3,-1
1982,71325,5,-1
58567,37185,5,-1
51931,18072,4,-1
122999,177572,5,-1
19877,7504,4,-1
1989,166,3,-1
50603,4880,4,-1
20830,43981,4,-1
133688,29717,4,-1
50608,49012,4,-1
108206,123277,3,-1
109530,80031,3,-1
72874,96888,3,-1
110520,11174,3,-1
40440,51787,3,-1
43957,50075,4,-1
42627,18074,4,-1
41776,9794,3,-1
27468,173171,3,-1
61743,13976,4,-1
110527,293205,4,-1
134538,8942,5,-1
105172,624,4,-1
129140,2998,3,-1
55062,114524,4,-1
82689,58447,4,-1
81351,48693,3,-1
18519,15807,5,-1
47074,34064,3,-1
133699,42323,4,-1
128286,22908,4,-1
109546,30863,4,-1
71556,12235,4,-1
17675,28500,4,-1
132363,39839,3,-1
70227,305091,3,-1
8166,9281,4,-1
133210,the+naked+gun+33%E2%85%93%3A+the+final+insult+1994,4,-1
96832,52608,4,-1
80009,24229,4,-1
58584,180894,2,-1
55075,d%C3%A9sir%C3%A9+1993,4,-1
8162,10394,2,-1
121642,288168,4,-1
117156,140456,3,-1
120798,832,4,-1
55077,black+rain+1989,4,-1
121640,239,5,-1
38599,13948,2,-1
30639,8016,4,-1
31964,94623,3,-1
17678,129,4,-1
32813,28973,3,-1
16791,9869,3,-1
17641,30892,3,-1
133624,59881,4,-1
14134,83233,4,-1
73741,60375,3,-1
114940,21900,4,-1
63943,133783,4,-1
25269,27093,4,-1
43931,231474,4,-1
92021,200863,4,-1
109590,125946,4,-1
9020,47324,4,-1
63938,42729,4,-1
124744,57337,2,-1
122564,19035,5,-1
26112,31047,4,-1
38588,32934,2,-1
16316,31010,3,-1
95529,37698,4,-1
70229,68029,4,-1
16319,60243,4,-1
51965,567,4,-1
68394,295689,2,-1
73758,22596,3,-1
96857,170,4,-1
112756,129966,5,-1
91168,4786,4,-1
15470,12901,3,-1
70244,843,4,-1
100790,36498,4,-1
13298,31411,4,-1
72424,33386,2,-1
97702,29237,4,-1
71572,23724,4,-1
91160,43980,3,-1
73750,70862,4,-1
121230,170657,3,-1
78198,9609,4,-1
102969,24392,3,-1
80035,127901,3,-1
103817,28030,4,-1
121226,13853,3,-1
82212,10236,3,-1
60442,73283,4,-1
52821,34106,5,-1
49222,31592,4,-1
51972,2057,2,-1
84872,476,5,-1
119390,53857,4,-1
119393,29649,3,-1
102967,96821,4,-1
13261,75250,3,-1
39892,10625,4,-1
71585,the+disappeared+2008,3,-1
95556,4497,5,-1
28757,4593,4,-1
91190,303,3,-1
93375,167726,4,-1
57280,19197,4,-1
91196,22200,4,-1
133649,8216,2,-1
135827,16138,5,-1
122547,38720,4,-1
81399,1779,3,-1
49697,140481,4,-1
81393,15144,3,-1
67088,5125,3,-1
97727,42536,3,-1
133651,17347,4,-1
62640,55584,3,-1
94217,19254,5,-1
34198,293412,3,-1
94690,37922,3,-1
94695,s%C3%A4llskapsresan+-+eller+finns+det+svenskt+kaffe+p%C3%A5+grisfesten%3F+1980,3,-1
9052,10009,2,-1
94692,86685,2,-1
43901,111960,3,-1
123864,129942,5,-1
118044,1831,3,-1
67091,67493,4,-1
84413,11119,3,-1
47022,31913,4,-1
60460,41678,4,-1
51515,17264,4,-1
121206,55177,3,-1
67664,10536,4,-1
52171,40214,4,-1
55681,57400,3,-1
46728,288295,2,-1
32566,9528,4,-1
58711,14154,3,-1
75281,99480,3,-1
124668,96175,3,-1
55205,26763,5,-1
56530,115553,3,-1
88128,57059,3,-1
112693,9684,3,-1
91767,33,5,-1
134485,1092,4,-1
10771,4271,3,-1
36921,20540,4,-1
87274,159095,2,-1
93949,2654,4,-1
22767,20305,4,-1
23617,47194,3,-1
18263,39386,4,-1
18264,4566,5,-1
111343,67756,3,-1
80627,155055,4,-1
2441,288117,4,-1
108196,21900,3,-1
19590,17027,4,-1
121147,125317,4,-1
82812,12716,5,-1
11631,100975,4,-1
29392,42996,4,-1
101559,205818,4,-1
88142,4918,4,-1
17389,329,3,-1
93970,37673,4,-1
94824,108213,4,-1
94821,20283,4,-1
20558,10319,3,-1
4628,23638,4,-1
103705,48214,4,-1
57404,500,4,-1
56558,4140,4,-1
122464,60035,4,-1
122463,244563,4,-1
1596,10818,4,-1
97092,11558,4,-1
33870,212756,3,-1
91308,33391,3,-1
134021,127540,3,-1
3775,127560,3,-1
87298,62491,4,-1
3777,17808,3,-1
31699,38140,5,-1
94819,11349,4,-1
110478,108,3,-1
110475,264241,4,-1
21892,56778,2,-1
65038,80844,4,-1
113982,163,3,-1
80648,4191,4,-1
57891,80278,4,-1
9093,17106,4,-1
122456,110548,4,-1
1126,11000,4,-1
77003,116762,4,-1
3302,15554,3,-1
56563,12650,4,-1
56564,85449,3,-1
3301,42816,4,-1
57896,8461,4,-1
80653,130272,4,-1
32539,46187,5,-1
91778,807,4,-1
12942,11604,4,-1
136690,18394,5,-1
94808,69299,4,-1
126816,12312,3,-1
70876,100,3,-1
22717,17495,4,-1
18693,11911,3,-1
111398,11889,3,-1
18210,11917,4,-1
15188,30244,4,-1
69888,9542,3,-1
28019,11444,4,-1
127742,177566,3,-1
3321,11986,2,-1
123386,6537,3,-1
114424,880,4,-1
57425,15102,4,-1
78367,38438,4,-1
2469,11928,4,-1
28493,173912,4,-1
124227,30060,4,-1
83713,99324,4,-1
117940,47692,5,-1
30340,23574,4,-1
135770,248888,4,-1
93506,48011,4,-1
101588,73517,4,-1
34705,56188,3,-1
6825,23128,4,-1
31679,41889,3,-1
89000,132506,3,-1
71735,87060,4,-1
44975,39946,4,-1
73910,34647,4,-1
135774,90816,3,-1
19551,19727,3,-1
105961,46886,5,-1
22728,14551,3,-1
136623,83505,4,-1
114895,278,4,-1
56104,33738,4,-1
53075,81296,4,-1
2475,60438,4,-1
33848,262543,4,-1
6835,140783,4,-1
101117,13185,2,-1
68561,50646,5,-1
66381,8392,4,-1
40120,5062,4,-1
71742,36132,4,-1
40121,72083,3,-1
15165,160660,2,-1
10708,13507,4,-1
21848,9504,4,-1
29327,370264,4,-1
1161,55317,3,-1
82404,28942,4,-1
27140,994,5,-1
79235,64736,3,-1
31653,29080,3,-1
2489,29383,3,-1
1157,48303,4,-1
57445,4939,4,-1
66390,29266,4,-1
135794,47952,4,-1
6846,155055,4,-1
33836,2897,4,-1
6849,106622,3,-1
100238,64780,4,-1
127719,31906,4,-1
70423,25706,3,-1
70426,34651,4,-1
71754,100493,3,-1
132286,208869,3,-1
22704,256593,4,-1
90496,4485,3,-1
136648,am%C3%A9lie+2001,4,-1
41445,41210,5,-1
20525,la+soufri%C3%A8re+1977,4,-1
79221,90807,3,-1
78374,nicht+alle+waren+m%C3%B6rder+2006,4,-1
81539,73884,4,-1
33821,2134,3,-1
81545,43802,4,-1
31643,43884,3,-1
127704,127878,5,-1
3347,10608,3,-1
58300,28966,4,-1
4675,20348,4,-1
39129,sal%C3%B2_+or+the+120+days+of+sodom+1975,4,-1
96148,25868,3,-1
104663,20778,5,-1
98329,14226,3,-1
75205,52748,3,-1
112288,11159,4,-1
96146,18056,3,-1
48509,42363,4,-1
124270,14430,4,-1
24537,3031,2,-1
95292,211579,4,-1
115323,2657,2,-1
50397,8326,1,-1
100298,55236,3,-1
55604,65889,4,-1
101148,92,4,-1
55609,22238,3,-1
134083,174326,4,-1
84164,86410,4,-1
7717,110650,5,-1
106852,125103,4,-1
63236,90603,4,-1
32152,186845,4,-1
75213,26451,4,-1
122088,12219,5,-1
114459,25553,4,-1
26723,86705,4,-1
19192,119634,3,-1
126438,17622,4,-1
78710,1654,5,-1
127768,51321,3,-1
52587,20722,4,-1
129943,98864,4,-1
43282,m%C3%A1g+1988,4,-1
104668,46853,4,-1
6879,132641,3,-1
66752,4561,3,-1
118802,33409,4,-1
74378,26593,3,-1
124255,144114,4,-1
114446,15776,3,-1
115779,119844,4,-1
23666,1919,4,-1
131826,160254,5,-1
125580,11309,4,-1
34327,18851,4,-1
770,11788,4,-1
53441,54793,3,-1
13868,91911,4,-1
35654,149645,4,-1
54776,90125,4,-1
117963,113784,3,-1
88546,27349,4,-1
9914,25649,4,-1
14710,149870,5,-1
110093,50704,4,-1
37834,12093,5,-1
88540,31674,3,-1
57804,43310,3,-1
7750,41264,4,-1
21014,141489,4,-1
48951,13776,4,-1
46772,231474,3,-1
6423,les+mis%C3%A9rables%3A+10th+anniversary+concert+at+the+royal+albert+hall+1995,3,-1
98339,18302,5,-1
20163,105077,2,-1
130982,84199,4,-1
25851,9534,4,-1
96156,31921,4,-1
68947,140818,4,-1
3393,33501,3,-1
68949,79042,4,-1
781,91311,5,-1
34315,30959,4,-1
12549,38849,3,-1
37829,24128,3,-1
2059,244761,3,-1
32132,87496,4,-1
77404,38670,4,-1
10363,15058,4,-1
84176,71370,4,-1
57818,11572,4,-1
113594,79,4,-1
11211,9748,4,-1
61075,26655,3,-1
104649,288284,3,-1
112260,98205,3,-1
61072,22985,5,-1
19148,17906,4,-1
105550,24105,4,-1
86381,10958,3,-1
101192,204668,5,-1
106881,42825,3,-1
22318,71591,3,-1
67623,10655,4,-1
103374,160989,4,-1
136213,87799,3,-1
8612,330152,3,-1
6434,71809,3,-1
136215,20546,3,-1
18292,11365,4,-1
33450,18872,3,-1
73069,17631,4,-1
119716,34014,4,-1
114027,12449,4,-1
126497,234567,3,-1
126494,22913,3,-1
48948,11031,3,-1
31276,55847,4,-1
51289,17990,4,-1
8604,77936,5,-1
93903,100594,2,-1
43250,4025,4,-1
91724,47931,5,-1
33459,36215,4,-1
20147,86261,4,-1
84193,113947,4,-1
93900,1482,3,-1
67632,2998,4,-1
138402,8340,4,-1
113168,j%C3%B6nssonligan+spelar+h%C3%B6gt+2000,4,-1
116677,64568,3,-1
117524,42571,3,-1
75257,790,3,-1
126486,29452,3,-1
99689,28769,3,-1
22322,77016,3,-1
119706,37631,3,-1
96171,29262,3,-1
99680,humanit%C3%A9+1999,5,-1
130928,120357,4,-1
87251,261825,3,-1
25806,149940,3,-1
138418,29452,4,-1
128654,27521,4,-1
45411,19662,4,-1
16091,35862,4,-1
33435,34314,4,-1
54332,17238,4,-1
73080,106020,3,-1
127318,75964,4,-1
33431,256591,5,-1
10319,4486,4,-1
80620,120212,3,-1
93924,t%C3%A4%C3%A4ll%C3%A4+pohjant%C3%A4hden+alla+ii+2010,4,-1
104677,29268,3,-1
8625,8337,4,-1
5119,56386,4,-1
102018,55135,3,-1
105527,15570,3,-1
107706,82696,4,-1
48911,11687,4,-1
41041,17350,3,-1
25816,38670,4,-1
65477,11928,4,-1
105541,30873,4,-1
112299,25855,4,-1
18283,50%2F50+2011,4,-1
48919,55955,3,-1
52161,192588,4,-1
54343,124429,4,-1
52163,23160,5,-1
13839,125764,3,-1
88577,81981,4,-1
87243,2270,4,-1
137581,43199,3,-1
128594,55859,5,-1
105471,18871,5,-1
104140,87093,4,-1
74757,11093,4,-1
53818,44878,4,-1
125081,48289,2,-1
95698,44516,3,-1
73423,104310,5,-1
39995,11028,5,-1
11185,21385,4,-1
27524,161602,3,-1
56099,147778,3,-1
27526,274669,4,-1
92185,35056,3,-1
41827,42359,3,-1
81056,38687,5,-1
27521,94123,5,-1
47131,41801,4,-1
128109,1394,4,-1
50316,14534,3,-1
122801,28644,4,-1
127250,140441,4,-1
108512,14583,4,-1
7332,24736,5,-1
49304,129139,2,-1
95688,28007,4,-1
39983,45595,4,-1
134808,36261,4,-1
133956,570,3,-1
28868,9812,4,-1
81049,39946,4,-1
23170,1398,4,-1
113091,11031,4,-1
118787,233063,4,-1
52500,62131,3,-1
137085,32194,3,-1
8673,47848,4,-1
14672,5781,3,-1
97897,11447,5,-1
9522,63581,5,-1
59143,33788,3,-1
97896,180147,5,-1
64976,217038,4,-1
27504,63943,5,-1
27988,102081,4,-1
127240,246648,3,-1
86768,126560,4,-1
104118,15855,4,-1
109802,9342,3,-1
44082,173672,3,-1
97886,686,3,-1
96556,62037,4,-1
133972,5854,4,-1
24486,26899,4,-1
35120,19542,4,-1
63658,ma+m%C3%A8re+2004,5,-1
92198,53772,2,-1
7350,297265,3,-1
88929,153118,3,-1
17719,9335,3,-1
11177,45615,3,-1
54703,45136,3,-1
9528,30068,3,-1
77802,114246,3,-1
113076,12220,3,-1
121921,15049,3,-1
37307,32634,4,-1
110864,9280,4,-1
130870,38742,4,-1
129001,8677,4,-1
107695,111949,3,-1
99616,139930,3,-1
24453,67062,4,-1
65843,23189,4,-1
95255,84171,4,-1
131723,68170,4,-1
111714,34283,4,-1
35117,19155,4,-1
54710,49571,5,-1
88968,19545,3,-1
89813,43437,3,-1
120661,17131,4,-1
53867,15867,4,-1
86300,15083,4,-1
20090,10083,3,-1
84120,43390,3,-1
101900,33278,4,-1
49749,73091,4,-1
93069,s%C3%A9raphine+2008,4,-1
49747,59572,4,-1
128145,630,4,-1
5198,99351,3,-1
109882,96495,3,-1
105048,14257,4,-1
62341,155288,4,-1
96579,19760,2,-1
118338,80960,3,-1
22288,101791,3,-1
35582,19898,4,-1
117009,586,2,-1
96576,964,5,-1
133918,72197,4,-1
24469,53230,4,-1
127297,197726,4,-1
120653,41462,5,-1
34255,197733,4,-1
77821,54752,4,-1
83263,32649,3,-1
44051,56142,4,-1
122838,133411,4,-1
49740,38414,3,-1
52544,50797,3,-1
11157,188761,4,-1
85441,101860,4,-1
13333,13855,4,-1
121509,260535,3,-1
16847,9301,5,-1
56902,11362,5,-1
38617,85546,4,-1
63680,s%C3%A9rie+noire+1979,3,-1
6056,256779,3,-1
15960,15554,5,-1
49733,309503,4,-1
72157,8016,4,-1
73489,9344,2,-1
23102,77448,4,-1
33392,21039,3,-1
119659,207625,4,-1
40924,789,4,-1
73481,276843,3,-1
117000,149362,3,-1
61029,30694,4,-1
116154,30140,4,-1
61025,76493,4,-1
52552,255756,3,-1
61024,50775,4,-1
48883,8088,3,-1
86323,199196,3,-1
104159,25919,3,-1
85471,179668,4,-1
133930,41464,3,-1
73019,84318,4,-1
79,13757,2,-1
128123,22301,3,-1
98777,38870,4,-1
107204,152603,5,-1
74347,43176,4,-1
93084,60230,4,-1
64545,22688,4,-1
75675,158068,4,-1
27952,10525,4,-1
73495,22752,3,-1
73491,184,3,-1
120630,12554,4,-1
34236,866,4,-1
23592,52637,4,-1
25772,4944,4,-1
40907,120605,5,-1
54746,40044,3,-1
86313,35030,3,-1
36412,54723,3,-1
90802,82825,4,-1
45363,50225,4,-1
11134,10575,3,-1
137069,8536,2,-1
137065,3484,3,-1
92102,26428,4,-1
112602,6795,3,-1
9103,17158,2,-1
9100,41486,4,-1
129047,55465,3,-1
92585,44808,3,-1
96941,85883,3,-1
14297,27461,3,-1
129040,106970,4,-1
40109,52873,3,-1
9581,14757,4,-1
81452,40056,3,-1
33817,68143,4,-1
32969,37992,4,-1
109428,20626,3,-1
68471,126016,4,-1
132223,5236,4,-1
131373,10809,4,-1
92574,850,4,-1
93427,80314,4,-1
68009,40458,4,-1
129037,2349,4,-1
130049,99283,3,-1
92577,58257,4,-1
71652,2981,4,-1
83619,289314,4,-1
101957,31618,3,-1
57358,48110,4,-1
29798,281615,3,-1
102808,14141,3,-1
58687,31074,5,-1
39105,80849,4,-1
121548,96238,3,-1
69331,67756,2,-1
49384,40658,5,-1
32954,9749,4,-1
108567,2759,3,-1
131385,125506,4,-1
92123,43778,4,-1
133562,126376,4,-1
132235,128637,2,-1
36068,121793,4,-1
28437,163978,3,-1
59542,38646,4,-1
85829,83666,4,-1
62715,146521,4,-1
106380,20311,3,-1
84988,55135,3,-1
101923,143928,4,-1
122861,18777,3,-1
109425,300,3,-1
132242,64,3,-1
94773,827,3,-1
92117,110115,3,-1
32929,1964,4,-1
137930,24331,4,-1
44915,16303,3,-1
136606,69342,4,-1
